id,text
CS01_0013,"them. Back in 2021, Colonial Pipes, the largest fuel pipeline in the US, got hit with a ransomware attack which led to widespread fuel shortages due to ceasing operations for several days. Colonial Pipeline paid a ransom of $4.4 million just to restore operation s! While you could’ve paid $50"
CS01_0014,"several days. Colonial Pipeline paid a ransom of $4.4 million just to restore operation s! While you could’ve paid $50 for the software you wanted, you now have to pay 10 times that price to get your files back. Isn’t that terrifying? 4- Cryptojacking Have you ever noticed your laptop"
CS01_0015,"10 times that price to get your files back. Isn’t that terrifying? 4- Cryptojacking Have you ever noticed your laptop fans getting a little too loud all of a sudden , or the laptop’s performance is kind of degraded and slow? Not to scare you off, but it’s probably because"
CS01_0016,", or the laptop’s performance is kind of degraded and slow? Not to scare you off, but it’s probably because a hacker is using your device for mining. If you’re not familiar with cryptocurrency, it’s basically a digital currency, Bitcoin is a famous example. One of the ways to obtain"
CS01_0017,"not familiar with cryptocurrency, it’s basically a digital currency, Bitcoin is a famous example. One of the ways to obtain some is to mine for them (i.e., solving very complex math problems). Mining requires capable hardware and high electricity. Hackers don’t want to waste their resources on mining, so they"
CS01_0018,"math problems). Mining requires capable hardware and high electricity. Hackers don’t want to waste their resources on mining, so they use yours! They bundle mining software with cracked software (specifically cracked games) , so when you run the cracked software, the mining software runs as well and starts mining for"
CS01_0019,"cracked games) , so when you run the cracked software, the mining software runs as well and starts mining for Bitcoin. They often bundle them with software that requires intensive processing power like video editing software and video games so that it’s hard to detect. Maybe that’s why your favorite"
CS01_0020,processing power like video editing software and video games so that it’s hard to detect. Maybe that’s why your favorite video game is running slow on your high-end PC! 5- Keylogging and Monitoring Imagine this: You’re now on your favorite shopping website and about to purchase something with your credit
CS01_0021,"Keylogging and Monitoring Imagine this: You’re now on your favorite shopping website and about to purchase something with your credit card. You insert your credit card details and hit purchase. After a few minutes, you realize someone has spent over $1000 dollars on your credit card! What happened? Safe to"
CS01_0022,"After a few minutes, you realize someone has spent over $1000 dollars on your credit card! What happened? Safe to say that your credit card details has been compromised. While you never saved your credit card details anywhere on your device, you still typed them, and the hacker captured your"
CS01_0023,"you never saved your credit card details anywhere on your device, you still typed them, and the hacker captured your keystrokes and logged the credit card details. The way it works is that cracked software can also come bundled with keylogging software that logs every single key pressed on your"
CS01_0024,"works is that cracked software can also come bundled with keylogging software that logs every single key pressed on your keyboard and sends them to the hacker. In addition to that, it can also come with monitoring software that can turn on your device’s camera or microphone! Are you sure"
CS01_0025,"that, it can also come with monitoring software that can turn on your device’s camera or microphone! Are you sure you’re not being spied on right now? Whether you’re going to pay for the actual software or download a cracked version of it, you’re still going to pay, either with"
CS01_0026,"to pay for the actual software or download a cracked version of it, you’re still going to pay, either with money or your precious data. Our advice to avoid these types of problems is to use free alternatives for the software you want to download. That way, you don’t risk"
CS01_0027,"types of problems is to use free alternatives for the software you want to download. That way, you don’t risk your data getting leaked or your accounts getting hacked."
PH01_0000,"Phishing 101 Have you ever imagine d that scanning a single QR code would result in stealing your credentials? Or simply listening to a voicemail could result in your money getting stolen ? Sounds illogical but it’s true, and many people fall for it to this day. The two mentioned"
PH01_0001,"getting stolen ? Sounds illogical but it’s true, and many people fall for it to this day. The two mentioned acts fall under what goes by the name “Phishing”. So, what exactly is phishing, what are its types, and how to protect ourselves from it? Phishing is a type of"
PH01_0002,"what exactly is phishing, what are its types, and how to protect ourselves from it? Phishing is a type of scam that comes in different forms such as - and not limited to - email, phone, SMS, and social media. The main goal of phishing is to trick you into"
PH01_0003,"not limited to - email, phone, SMS, and social media. The main goal of phishing is to trick you into revealing sensitive information such as passwords, credit card numbers, and OTPs (one -time passwords). It may also trick you into download malicious files on your device that also work on"
PH01_0004,"OTPs (one -time passwords). It may also trick you into download malicious files on your device that also work on stealing your confidential data and files! In this module, we’ll discuss the types of phishing atta cks that you should be aware of in order to protect yourself from such"
PH01_0005,"discuss the types of phishing atta cks that you should be aware of in order to protect yourself from such attacks. 1- Email Phishing “Suspicious account activity detected, click here to protect your account ”. An innocent mail trying to “protect” your account telling you to click a link to"
PH01_0006,"to protect your account ”. An innocent mail trying to “protect” your account telling you to click a link to “secure” your account. Seems legit, right? That’s how attackers get to you: URGENCY. They frighten you up by telling you that your account is compromised and you need to act"
PH01_0007,"to you: URGENCY. They frighten you up by telling you that your account is compromised and you need to act fast, or lure you into thinking you have won a prize and requesting from you to go to a specific website to claim your prize before it’s too late. Back"
PH01_0008,"prize and requesting from you to go to a specific website to claim your prize before it’s too late. Back in 2013 to 2015, a man named Evaldas Rimasauskas managed to trick BOTH Facebook (now Meta) and Google into wiring him over $100 million! The technique he used is email"
PH01_0009,"to trick BOTH Facebook (now Meta) and Google into wiring him over $100 million! The technique he used is email phishing. What he did was impersonate a genuine Taiwanese electronics manufacturer Quanta Computer, that was a known business associated with both companies, and send fake invoices via email which both"
PH01_0010,"manufacturer Quanta Computer, that was a known business associated with both companies, and send fake invoices via email which both companies kept paying over the span of two years. Isn’t that quite surprising? 2- Smishing and Vishing Did it ever occur to you that out of nowhere, one of your"
PH01_0011,"that quite surprising? 2- Smishing and Vishing Did it ever occur to you that out of nowhere, one of your friends on Facebook messaged you saying that they’re in desperate need of some money? Or even better: they send you a voice note instead of a normal text message so"
PH01_0012,"need of some money? Or even better: they send you a voice note instead of a normal text message so it sounds more believable! That’s what smishing and vishing are. Smishing refers to an attacker impersonating one of your friends via text, while vishing is the same but via voice."
PH01_0013,"Smishing refers to an attacker impersonating one of your friends via text, while vishing is the same but via voice. It can come from a fake account impersonating one of your friends, or from your own friend’s account if thei r account is compromised. Smishing and Vishing is not only"
PH01_0014,"your friends, or from your own friend’s account if thei r account is compromised. Smishing and Vishing is not only limited to social media, it can come in the form of SMS texts from your bank, or to be more precise, someone impersonating your bank telling you that your credit"
PH01_0015,"of SMS texts from your bank, or to be more precise, someone impersonating your bank telling you that your credit card is getting deactivated soon and you need to call them to prevent that from happening. They could also trick you into sharing your OTP code that gives them access"
PH01_0016,"them to prevent that from happening. They could also trick you into sharing your OTP code that gives them access to your account or authorizes a money transaction. Attackers are getting smart with their techniques every day, so better stay aware! 3- Quishing You probably heard about the dangers of"
PH01_0017,"getting smart with their techniques every day, so better stay aware! 3- Quishing You probably heard about the dangers of unknown links and the malicious stuff they could do. But what if I told you that Quishing (short for QR code phishing) is almost the same but you’re unaware of"
PH01_0018,"what if I told you that Quishing (short for QR code phishing) is almost the same but you’re unaware of it? Many restaurants adapted to using QR codes to showcase their menu, other organizations use them to ease access to their websites by simply scanning the QR code instead of"
PH01_0019,"their menu, other organizations use them to ease access to their websites by simply scanning the QR code instead of typing the website into the browser manually, others use it for surveys and forms filling, it has many usages. Attackers make use of quishing to lure you into their malicious"
PH01_0020,"for surveys and forms filling, it has many usages. Attackers make use of quishing to lure you into their malicious websites or download malware. They can craft a QR code, print it on paper, and stick it on a wall next to a restaurant. You’d think that this QR code"
PH01_0021,"print it on paper, and stick it on a wall next to a restaurant. You’d think that this QR code belongs to the restaurant, so you scan it innocently, only to be surprised that you visited a malicious link. You could also find those type of QR codes on social"
PH01_0022,"to be surprised that you visited a malicious link. You could also find those type of QR codes on social media, they share a QR code claiming it’s an entry to a contest or a giveaway, to which you visit the link and insert your credentials, only to find out"
PH01_0023,"to a contest or a giveaway, to which you visit the link and insert your credentials, only to find out they’re stea ling them. Creativity never stops, nor do attackers. Phishing is widely used by attackers to gain sensitive information or data from victims. While it’s effective on most, you"
PH01_0024,"Phishing is widely used by attackers to gain sensitive information or data from victims. While it’s effective on most, you can still protect yourself from such attack. 1- Avoid Clicking Random Links: Not every email you receive is safe. An email claiming they’re Facebook and urging you to change your"
PH01_0025,"Random Links: Not every email you receive is safe. An email claiming they’re Facebook and urging you to change your password? Check the link to see if it actually belongs to Facebook or not. Received a link from an unknown source? Don’t bother to click it, ignore it an d"
PH01_0026,"to Facebook or not. Received a link from an unknown source? Don’t bother to click it, ignore it an d move on with your day. It’s preferable not to click any link you receive, but sometimes you have to, as long as it’s legit. 2- Enable 2FA: 2FA, or Two"
PH01_0027,"any link you receive, but sometimes you have to, as long as it’s legit. 2- Enable 2FA: 2FA, or Two -Factor Authentication, adds an extra layer of security to your accounts. Even if an attacker got your email and password through a phishing attack, with 2FA enabled, they still can’t"
PH01_0028,"accounts. Even if an attacker got your email and password through a phishing attack, with 2FA enabled, they still can’t access your account. 2FA requires you to insert an OTP (One -Time passcode) sent to your phone number or email in order to get into your account. 3- Verify Communications:"
PH01_0029,"(One -Time passcode) sent to your phone number or email in order to get into your account. 3- Verify Communications: If your friend really needs money, they most likely would call you from their phone number and not message you on Facebook or social media in general. Thus, if it"
PH01_0030,"call you from their phone number and not message you on Facebook or social media in general. Thus, if it happens that they send you a message on social media, call them on their phone number and ch eck if it was them who sent the message or not. Attackers"
PH01_0031,"call them on their phone number and ch eck if it was them who sent the message or not. Attackers can use AI to impersonate the voice of your friend even on a call, but still they would most likely use a different phone number from that of your friend’s."
PH01_0032,"even on a call, but still they would most likely use a different phone number from that of your friend’s. 4- Avoid ‘too good to be true’ situations: Free subscription to Netflix? An iPhone giveaway for no apparent reason? A free entry to win one million dollars? All of these"
PH01_0033,"to Netflix? An iPhone giveaway for no apparent reason? A free entry to win one million dollars? All of these are too good to be true, which means they’re most likely fake. Don’t believe anything you see or receive online, most of them are scams with the sole purpose of"
PH01_0034,"likely fake. Don’t believe anything you see or receive online, most of them are scams with the sole purpose of stealing your data and confidential information. 5- Check Sources: Check that the message you received comes from an authentic source. An email claiming they’re Facebook telling you to reset your"
PH01_0035,"that the message you received comes from an authentic source. An email claiming they’re Facebook telling you to reset your password. Is the mail coming from the authentic email address of Facebook, or a random unknown email address? A quick google se arch would help you identify the official email"
PH01_0036,"of Facebook, or a random unknown email address? A quick google se arch would help you identify the official email address of Facebook, simply search “Official Facebook Email Address”. Same goes for other organizations, whether it’s email address, phone number, or any other form of communication."
PH01_0037,"goes for other organizations, whether it’s email address, phone number, or any other form of communication."
PW01_0000,"Password Hygiene I'm not a magician, but I believe you're using the same password across different applications and websites. Not exactly? Then you're using the same password but with slightly different variations for each one (i.e., adding a number, removing a letter, etc…). Maybe you're using your favorite pet's name"
PW01_0001,"different variations for each one (i.e., adding a number, removing a letter, etc…). Maybe you're using your favorite pet's name as your password. The point is that it's easy to remember. Well, you made it easier for hackers to get into your accounts. In this module, we will cover a"
PW01_0002,"remember. Well, you made it easier for hackers to get into your accounts. In this module, we will cover a crucial topic, password hygiene, which highlights the common errors people fall into when coming up with passwords and how to come up with almost unbreakable ones. 1- Reusing the Same"
PW01_0003,"fall into when coming up with passwords and how to come up with almost unbreakable ones. 1- Reusing the Same Password Who would want to have a hard time remembering passwords? It’s hard to keep track of different passwords across different platforms, so it’s easier to use the same password"
PW01_0004,"passwords? It’s hard to keep track of different passwords across different platforms, so it’s easier to use the same password for different account s. Hackers love people with this mindset because once they crack your password, it’s over. Even if your password is not easy to guess, you’re still vulnerable"
PW01_0005,"because once they crack your password, it’s over. Even if your password is not easy to guess, you’re still vulnerable to attacks that don’t rely on guessing . Hackers have various ways of cracking passwords, one of them is when a company’s database is leaked. Imagine you used this specific"
PW01_0006,"various ways of cracking passwords, one of them is when a company’s database is leaked. Imagine you used this specific password on a website that’s not really secured and a hacker gets access to this database and thus your password, say goodbye to your accounts. 2- Using Personal Information as"
PW01_0007,"hacker gets access to this database and thus your password, say goodbye to your accounts. 2- Using Personal Information as Passwords It’s tempting to use your pet’s name as your password as it’s easy to remember. It’s also tempting to use your birthdate, favorite TV show or movie, phone number,"
PW01_0008,"password as it’s easy to remember. It’s also tempting to use your birthdate, favorite TV show or movie, phone number, or even a combination of them all. Not to surprise you, but cracking such passwords doesn’t even require hacking skills, it only needs someone who knows you. They know your"
PW01_0009,"you, but cracking such passwords doesn’t even require hacking skills, it only needs someone who knows you. They know your dog’s name, they know your birth date, they combine them both and suddenly, they have access to your account. Constructing your password with personal information, especially publicly accessible ones, puts"
PW01_0010,"both and suddenly, they have access to your account. Constructing your password with personal information, especially publicly accessible ones, puts your account at risk of compromise. 3- Password Sharing Most of us share our accounts with our friends: Netflix, Disney+, Amazon Prime Video, Coursera, you’ve probably shared at least one"
PW01_0011,"of us share our accounts with our friends: Netflix, Disney+, Amazon Prime Video, Coursera, you’ve probably shared at least one . Don’t get me wrong, the problem isn’t your friend – it’s their device itself. If you r friend ’s de vice is infected with malware (i.e., bad malicious programs"
PW01_0012,"– it’s their device itself. If you r friend ’s de vice is infected with malware (i.e., bad malicious programs that can steal your data), that malware can capture login credentials in the background. In other words, you didn ’t only give your password to your friend – you also"
PW01_0013,"credentials in the background. In other words, you didn ’t only give your password to your friend – you also gave it to a hacker! Password sharing might be harmless , but in th e wrong scenario, it could be the first domino to fall. 4- Not Changing Passwords Regularly"
PW01_0014,", but in th e wrong scenario, it could be the first domino to fall. 4- Not Changing Passwords Regularly Let’s be honest, who updates their passwords regularly? It ’s tiring to always keep track of new passwords – we barely remember our current ones! But let me tell you,"
PW01_0015,"tiring to always keep track of new passwords – we barely remember our current ones! But let me tell you, updating your password regula rly coul d save you from a big mess . Database breaches occur more frequently than we imagine, which means your passwords might have already been"
PW01_0016,"a big mess . Database breaches occur more frequently than we imagine, which means your passwords might have already been leaked and you don ’t even know it . Thus, updating your password r egularly greatly reduces the risk of getting your account hacked. Big companies force this policy on"
PW01_0017,"updating your password r egularly greatly reduces the risk of getting your account hacked. Big companies force this policy on their employees for a reason, why shouldn’t we? Now that we ’ve known what we ’re doing wrong with our passwords, how can we protect them? You may think it"
PW01_0018,"we ’ve known what we ’re doing wrong with our passwords, how can we protect them? You may think it ’s cumbersome, but it’s actually pretty easy. 1- Make Complicated Passwords: - Mix up your passwords with uppercase and lowercases letters, numbers, special characters. - Password length should be at"
PW01_0019,"Passwords: - Mix up your passwords with uppercase and lowercases letters, numbers, special characters. - Password length should be at least 12 characters. - Try avoiding using words that can be found in a dictionary, make up random words, or even s plash rand om characters. 2- Use a trustworthy"
PW01_0020,"be found in a dictionary, make up random words, or even s plash rand om characters. 2- Use a trustworthy Password Manager: Coming up with strong passwords may take a lot of effort , let alone remembering them. Ease it on yourself by setting up a password manager that handles"
PW01_0021,"lot of effort , let alone remembering them. Ease it on yourself by setting up a password manager that handles creating complex passwords and securely storing them on your device. 3- Enable 2FA: 2FA, or Two -Factor Authentication, adds an extra layer of security to your accounts. Even if your"
PW01_0022,"3- Enable 2FA: 2FA, or Two -Factor Authentication, adds an extra layer of security to your accounts. Even if your password got compromised , with 2FA enabled, they still can’t access your account. 2FA requires you to insert an OTP (One -Time passcode) sent to your phone number or email"
PW01_0023,access your account. 2FA requires you to insert an OTP (One -Time passcode) sent to your phone number or email in order to get into your account.
SB01_0000,"Public Wi-Fi Dangers You have something really important to tell your friend. Maybe it’s a personal secret, a private family matter, sensitive work details, you name it. One thing’s for sure: you definitely don’t want strangers hearing about it. Would you take your friend and stand in the middle of"
SB01_0001,sure: you definitely don’t want strangers hearing about it. Would you take your friend and stand in the middle of a crowded café and yell your secret out? Or would you talk to your friend in a quieter place away from eavesdropping strangers? Most probably you’d choose the second option.
SB01_0002,you talk to your friend in a quieter place away from eavesdropping strangers? Most probably you’d choose the second option. But what if I told you that you’ve always been choosing the first option all along without even realizing it? Welcome to the hidden dangers of Public Wi -Fi. In
SB01_0003,"choosing the first option all along without even realizing it? Welcome to the hidden dangers of Public Wi -Fi. In this module, we’ll cover why public Wi -Fi is dangerous, the dangers of using public Wi-Fi, and how to protect yourself from them. 1- Man-In-The-Middle Attack Sweet, free internet access"
SB01_0004,"the dangers of using public Wi-Fi, and how to protect yourself from them. 1- Man-In-The-Middle Attack Sweet, free internet access in my favorite café, what could go wrong? Everything. Logging into your Facebook account on public Wi-Fi? Congratulations, you’re handing out your email & password to a hacker on a"
SB01_0005,"into your Facebook account on public Wi-Fi? Congratulations, you’re handing out your email & password to a hacker on a silver platter. But how is that possible? Simply put, you were a victim of a Man -In-The- Middle attack. An MiTM attack is an online attack where the hacker secretly"
SB01_0006,"were a victim of a Man -In-The- Middle attack. An MiTM attack is an online attack where the hacker secretly sits between you and the application you’re trying to use. It’s like trying to tell your friend something but instead of speaking with them directly, you whisper it to a"
SB01_0007,"It’s like trying to tell your friend something but instead of speaking with them directly, you whisper it to a stranger which then tells your friend. That “ stranger” is not trustworthy, but they hear everything you say and tell. Now imagine, instead of them delivering the exact message you"
SB01_0008,"not trustworthy, but they hear everything you say and tell. Now imagine, instead of them delivering the exact message you want to deliver, they change it. For example, you want to tell your friend “I love pizza”, that “random person” would then deliver the message as “I hate pizza”, which"
SB01_0009,"to tell your friend “I love pizza”, that “random person” would then deliver the message as “I hate pizza”, which totally changes the original meaning of the message , and neither you nor your friend have any idea that the message was tampered with! That’s how an MiTM attack works:"
SB01_0010,"neither you nor your friend have any idea that the message was tampered with! That’s how an MiTM attack works: the hacker can listen in, steal your private information, or even change what’s being sent without you or the app knowing anything went wrong. Sounds scary, doesn’t it? 2- Malware"
SB01_0011,"even change what’s being sent without you or the app knowing anything went wrong. Sounds scary, doesn’t it? 2- Malware Distribution Ever heard of a computer “virus”? It’s that bad application that harms your computer; you probably know about it. A computer virus is a type of malware. Malware is"
SB01_0012,"application that harms your computer; you probably know about it. A computer virus is a type of malware. Malware is a malicious program that has the sole purpose of damaging your device, it could slow your de vice down, steal data from your device, and the list goes on. Thanks"
SB01_0013,"your device, it could slow your de vice down, steal data from your device, and the list goes on. Thanks to public Wi-Fi, a hacker can easily install malware on your device! Hackers trick users that are connected to public Wi-Fi into downloading malware. For instance, they can send a"
SB01_0014,"your device! Hackers trick users that are connected to public Wi-Fi into downloading malware. For instance, they can send a pop -up ad to your device urging you to install a “critical software update”. Once you install it, malware instantly starts damaging your device. One of the most dangerous types"
SB01_0015,"a “critical software update”. Once you install it, malware instantly starts damaging your device. One of the most dangerous types of malware is Ransomware. Simply explained, ransomware locks ALL of your files and demands money to unlock them back! Imagine you’re in a hurry to submit an assignment and you"
SB01_0016,"your files and demands money to unlock them back! Imagine you’re in a hurry to submit an assignment and you can’t finish it because of a ransomware, I wouldn’t wish that feeling on my enemy. 3- Session Hijacking You’re scrolling through your Facebook feed as normal, only to find out"
SB01_0017,"that feeling on my enemy. 3- Session Hijacking You’re scrolling through your Facebook feed as normal, only to find out you have sent a weird message to several people asking for money to be sent to a wallet registered to a phone number that’s not yours, how is that possible?"
SB01_0018,"for money to be sent to a wallet registered to a phone number that’s not yours, how is that possible? Nobody even touched your computer except yourself! That’s what session hijacking is: the hacker hijacked your Facebook session and used it to send these weird messages to your friends. The"
SB01_0019,"hijacking is: the hacker hijacked your Facebook session and used it to send these weird messages to your friends. The scariest part? They didn’t even need your e mail and password; they were already in by using your logged -in session. Of course, that can be applied on various websites"
SB01_0020,"password; they were already in by using your logged -in session. Of course, that can be applied on various websites other than Facebook, imagine your bank account! They could use that session to send money to themselves! Public Wi -Fi could really cost your bank money, frightening. Our advice is"
SB01_0021,"that session to send money to themselves! Public Wi -Fi could really cost your bank money, frightening. Our advice is to never use public Wi -Fi, but sometimes we’re obliged to use it. Before hopping on public Wi -Fi, here’s how you can stay safe and avoid the dangers of"
SB01_0022,"to use it. Before hopping on public Wi -Fi, here’s how you can stay safe and avoid the dangers of it as much as possible: 1- Use a Virtual Private Network (VPN): A VPN is crucial when connecting to public Wi -Fi. A VPN is used to encrypt your internet"
SB01_0023,"Network (VPN): A VPN is crucial when connecting to public Wi -Fi. A VPN is used to encrypt your internet connection and the data being sent and received. In other words, it makes it almost impossible for hackers to intercept your data and read it, such as credentials or even"
SB01_0024,"words, it makes it almost impossible for hackers to intercept your data and read it, such as credentials or even messages you’re sending to your friends! 2- Enable 2FA: 2FA, or Two -Factor Authentication, adds an extra layer of security to your accounts. Even if an attacker got your email"
SB01_0025,"or Two -Factor Authentication, adds an extra layer of security to your accounts. Even if an attacker got your email and password through public Wi-Fi, with 2FA enabled, they still can’t access your account. 2FA requires you to insert an OTP (One -Time passcode) sent to your phone number or"
SB01_0026,"can’t access your account. 2FA requires you to insert an OTP (One -Time passcode) sent to your phone number or email in order to get into your account. 3- Avoid Accessing Sensitive Information: When on public Wi- Fi, avoid using websites that requires you to submit your credentials or provide"
SB01_0027,"Accessing Sensitive Information: When on public Wi- Fi, avoid using websites that requires you to submit your credentials or provide you sensitive information such as bank details. That way, even if a hacker spies on your activity, they wouldn’t find anything useful. 4- Have up -to-date trust worthy antivirus installed:"
SB01_0028,"if a hacker spies on your activity, they wouldn’t find anything useful. 4- Have up -to-date trust worthy antivirus installed: Antiviruses are like bodyguards that protect your device against various types of threats that could harm your computer. By h aving them installed, hackers would have a hard time trying"
SB01_0029,"types of threats that could harm your computer. By h aving them installed, hackers would have a hard time trying to hack you!"
